state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total,,
,,,2. Number Positive,,,,1,1,3,1,1,,2,,,9,,
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,2514,2577,2833,2929,3427,2664,2785,2857,2977,3770,2591,3440,35364,,
,,,2. Number Positive,13,10,7,9,11,12,10,15,8,7,7,22,131,,
,15.2,Number of Widal tests conducted,Number tested,476,371,354,481,502,590,825,2012,299,367,395,269,6941,,
,15.3.a,Number of VDRL tests conducted on males,Number tested,86,42,128,61,60,238,258,93,247,158,248,249,1868,,
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,166,290,98,170,239,194,96,183,200,208,122,197,2163,,
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,1385,1697,1715,1387,1336,1175,1079,1331,1594,1577,1051,1661,16988,,
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,1637,2029,1941,1618,1635,1607,1433,1607,2041,1943,1421,2107,21019,,
,15.4.1,Number of blood smears examined for Malaria,TOTAL,13659,17286,18133,17226,15596,14421,20232,17254,17474,12403,13637,15027,192348,,
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,7,7,11,27,17,11,15,12,5,4,4,8,128,,
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,,,,6,,,1,1,,1,,,9,,
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,3123,5143,19743,27757,21253,9043,6303,6599,14199,7689,38439,44949,204240,,
,,,2. Stocks Received,800,22200,12800,3500,,2000,22300,300,3000,40000,15,500,107415,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,1180,7600,4786,10004,12210,4739,8350,2610,9290,6520,11040,11645,89974,,
,,,5. Total Stock,2743,19743,27757,21253,9043,6304,20253,4289,7909,41169,27414,33804,221681,,
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,11495,40165,37105,30085,23425,15400,11060,9306,25406,41515,46116,44297,335375,,
,,,2. Stocks Received,32000,,,500,4000,500,30500,500,30000,39000,9000,,146000,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,29530,3060,7020,7160,12025,4220,8554,2201,13621,36040,17268,10529,151228,,
,,,5. Total Stock,13965,37105,30085,23425,15400,11680,33006,7605,41785,44475,37848,33768,330147,,
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,4353,18002,15267,44695,36896,18766,15626,5624,45496,46340,31260,39016,321341,,
,,,2. Stocks Received,,1000,33000,5500,,500,42000,2000,6500,,,500,91000,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,741,3735,3572,13299,15130,6640,6630,2668,5546,6950,8974,9630,83515,,
,,,5. Total Stock,3612,15267,44695,36896,21766,12626,50996,4956,46450,39390,22286,29886,328826,,
,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,,,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,2980,9750,7330,5390,12165,8620,6490,1940,15520,12730,7340,9640,99895,,
,,,2. Stocks Received,,1250,750,10000,1000,300,15000,,2000,,7130,200,37630,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,740,3820,2540,3140,4665,2430,2570,610,5360,3150,2110,2490,33625,,
,,,5. Total Stock,2240,7180,5540,12250,8500,6490,18920,1330,12160,9580,12360,7350,103900,,
,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,2417,3062,11832,10432,8497,7399,5779,1939,18039,16469,13744,14995,114604,,
,,,2. Stocks Received,,11250,250,100,1000,250,15250,250,500,,500,,29350,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,415,2475,1650,1560,2446,1870,1415,475,2015,1560,1070,1325,18276,,
,,,5. Total Stock,2002,11837,10432,8972,7051,5779,19614,1714,16524,14909,13174,13670,125678,,
,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,446,258,,,690,,,,,,,27000,28394,,
,,,2. Stocks Received,,,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,188,139,,,170,,,,,,,10450,10947,,
,,,5. Total Stock,258,119,0,0,520,0,0,0,0,0,0,16550,17447,,
,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,5248,27002,22009,15804,9561,4458,29415,4158,16368,9323,40513,52408,236267,,
,,,2. Stocks Received,,3300,300,200,,30300,3200,200,2000,40000,200,,79700,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,956,8293,6505,6221,5158,5343,9507,1275,8885,6270,14655,15218,88286,,
,,,5. Total Stock,4292,22009,15804,9783,4403,29415,23108,3083,9483,43053,26058,37190,227681,,
,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,1120,1080,1076,6511,17107,5333,6124,5664,5800,5270,4046,4621,63752,,
,,,2. Stocks Received,,,,50,,,125,50,10,,200,,435,,
,,,3. Unusable Stock,,,,3490,2836,2297,3250,2965,2799,2904,1881,2754,25176,,
,,,4. Stock Distributed,40,4,3,199,2351,154,239,241,486,311,222,674,4924,,
,,,5. Total Stock,1080,1076,1073,2872,11920,2882,2760,2508,2525,2055,2143,1193,34087,,
,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,10535,18123,15513,108946,94123,63063,115585,159105,477128,563411,513702,470023,2609257,,
,,,2. Stocks Received,12000,,,40452,10294,63000,83052,1128000,150000,67600,24000,48240,1626638,,
3. Unusable Stock,,,,,,75975,50658,57748,73694,192877,248352,368400,290742,329037,1687483,,,
4. Stock Distributed,,,5562,2610,2994,45792,34355,34635,55638,53795,107307,61351,48925,42319,495283,,,
5. Total Stock,,,16973,15513,12519,27631,19404,33680,69305,1040433,271469,201260,198035,146907,2053129,,,
16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,150,2062,2011,3201,3745,2294,4620,3464,4112,4203,3576,5039,38477,,,
,,2. Stocks Received,2000,,,1190,1048,1110,1400,1140,343,1500,800,1200,11731,,,
,,3. Unusable Stock,,,11,2278,2217,1270,2344,2463,2436,2260,2072,3284,20635,,,
,,4. Stock Distributed,88,551,1500,1059,1061,787,1866,952,1042,3327,917,1321,14471,,,
,,5. Total Stock,2062,1511,500,1054,1515,1347,1810,1189,977,116,1387,1634,15102,,,
16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,904,751,2630,8037,7821,5941,6273,5457,7446,8158,7146,6986,67550,,,
,,2. Stocks Received,,,,,,,50,4520,1285,1470,,240,7565,,,
,,3. Unusable Stock,,,,5441,3531,3375,4028,3908,5301,5342,3924,4850,39700,,,
,,4. Stock Distributed,153,48,167,577,371,455,425,412,539,932,573,537,5189,,,
,,5. Total Stock,751,703,2463,2019,3919,2111,1870,5657,2891,3354,2649,1839,30226,,,
16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,400,160,,110,120,,,,210,110,,,1110,,,
,,2. Stocks Received,,100,,,,,610,610,,500,,,1820,,,
,,3. Unusable Stock,,,,,60,,,,,,,,60,,,
,,4. Stock Distributed,250,188,,110,57,,100,100,100,110,,,1015,,,
,,5. Total Stock,150,72,0,0,3,0,510,510,110,500,0,0,1855,,,
16.3.02,Stock Position of Gloves,1. Balance From Previous Month,1925,3740,3720,5152,13706,11615,11617,11102,14026,12140,2115,5615,96473,,,
,,2. Stocks Received,3000,2500,,50,25,,6000,6200,250,300,150,,18475,,,
,,3. Unusable Stock,,,,297,199,155,213,310,493,473,383,336,2859,,,
,,4. Stock Distributed,1425,2520,1010,1300,2030,2792,2265,2211,2479,2867,990,1539,23428,,,
,,5. Total Stock,3500,3720,2710,3605,11502,8668,15139,14781,11304,9100,892,3740,88661,,,
16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,948,2,1532,820,,,,,,,,,3302,,,
,,2. Stocks Received,,3000,,,,,,,,,,,3000,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,538,3000,394,820,,,,,,,,,4752,,,
,,5. Total Stock,410,2,1138,0,0,0,0,0,0,0,0,0,1550,,,
16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,14960,1844,4060,,1000,1000,1000,1000,,,,,24864,,,
,,2. Stocks Received,,,,1000,,,,,,,,,1000,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,6240,312,3240,,,,,,,,,,9792,,,
,,5. Total Stock,8720,1532,820,1000,1000,1000,1000,1000,0,0,0,0,16072,,,
16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,2861,598,6574,10452,10422,10422,10422,522,10311,381,346,10246,73557,,,
,,2. Stocks Received,,110,4000,,,,,,,,,,4110,,,
,,3. Unusable Stock,,,100,,,,,,,,,,100,,,
,,4. Stock Distributed,377,136,22,30,16,16,16,16,30,35,30,30,754,,,
,,5. Total Stock,2484,572,10452,10422,10406,10406,10406,506,10281,346,316,10216,76813,,,
16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,5,8720,,,10,10,10,10,30,25,5,,8825,,,
,,2. Stocks Received,,5,5,20,10,80,80,80,,52000,10,30,52320,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,5,4665,5,10,10,25,25,25,5,20,15,25,4835,,,
,,5. Total Stock,0,4060,0,10,10,65,65,65,25,52005,0,5,56310,,,
16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,114049,87384,111749,267722,223914,154924,149270,105062,173453,358520,612955,839430,3198432,,,
,,2. Stocks Received,,,,2200,7200,7400,13400,100700,173200,527200,64000,459000,1354300,,,
,,3. Unusable Stock,,,,115160,90130,4300,39050,67710,209493,479130,287480,449460,1741913,,,
,,4. Stock Distributed,31065,8525,16425,54821,57666,70424,40732,40543,60978,149410,103250,139051,772890,,,
,,5. Total Stock,82984,78859,95324,99941,83318,87600,82888,97509,76182,257180,286225,709919,2037929,,,
16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,1386,1124,2311,19276,23719,3223,11766,4160,12757,31340,12175,36137,159374,,,
,,2. Stocks Received,,,,,,,,5200,12000,20876,2072,17152,57300,,,
,,3. Unusable Stock,,,,2131,3073,878,816,604,14713,24600,4615,15734,67164,,,
,,4. Stock Distributed,262,158,314,3888,6338,320,1272,391,4533,6329,6541,8772,39118,,,
,,5. Total Stock,1124,966,1997,13257,14308,2025,9678,8365,5511,21287,3091,28783,110392,,,
16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,4900,3783,3283,4961,2114,2631,2350,1538,4420,6925,3425,3482,43812,,,
,,2. Stocks Received,,,,,,,3800,3800,,200,,,7800,,,
,,3. Unusable Stock,,,,1218,151,746,745,,345,500,,162,3867,,,
,,4. Stock Distributed,1370,500,740,1277,598,325,749,555,450,415,575,360,7914,,,
,,5. Total Stock,3530,3283,2543,2466,1365,1560,4656,4783,3625,6210,2850,2960,39831,,,
16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,9397,7990,7601,12366,8280,7090,6320,5005,3933,1773,32436,63289,165480,,,
,,2. Stocks Received,,,,,,100,,,,30563,20212,1700,52575,,,
,,3. Unusable Stock,,,,4238,2004,1966,1578,1196,904,11568,28296,33315,85065,,,
,,4. Stock Distributed,1442,1226,1773,2432,1425,1329,974,2323,2158,1045,7009,10212,33348,,,
,,5. Total Stock,7955,6764,5828,5696,4851,3895,3768,1486,871,19723,17343,21462,99642,,,
16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,2553,2018,1955,4131,3193,1991,1826,1821,1724,1463,11746,18060,52481,,,
,,2. Stocks Received,,20,,120,,,200,200,,12612,4650,,17802,,,
,,3. Unusable Stock,,,,2078,1296,628,923,651,464,9217,7093,9941,32291,,,
,,4. Stock Distributed,625,409,541,631,772,445,374,340,241,777,696,1160,7011,,,
,,5. Total Stock,1928,1629,1414,1542,1125,918,729,1030,1019,4081,8607,6959,30981,,,
16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,3968,15608,10318,8916,12231,10823,6435,5091,8186,7136,5000,11713,105425,,,
,,2. Stocks Received,3000,1000,,5000,,,10000,,3000,5000,,,27000,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,360,6290,1402,1685,508,4388,1344,505,4050,177,4400,4621,29730,,,
,,5. Total Stock,6608,10318,8916,12231,11723,6435,15091,4586,7136,11959,600,7092,102695,,,
16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,35415,177773,98589,90174,125943,96333,78653,48643,149787,93185,136779,180727,1312001,,,
,,2. Stocks Received,,33800,1300,50030,,,102600,,13000,100000,,,300730,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,1821,112984,9715,14261,29610,17680,14131,3735,68139,8907,69800,71779,422562,,,
,,5. Total Stock,33594,98589,90174,125943,96333,78653,167122,44908,94648,184278,66979,108948,1190169,,,
16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,45242,46940,45131,43630,35710,32990,28965,23220,33520,20850,21900,18050,396148,,,
,,2. Stocks Received,500,,,,,,5000,,,5000,,,10500,,,
,,3. Unusable Stock,2,,,,,,,,,,,,2,,,
,,4. Stock Distributed,3281,3065,5401,3920,2720,4025,5645,5400,5470,3500,11900,9900,64227,,,
,,5. Total Stock,42459,43875,39730,39710,32990,28965,28320,17820,28050,22350,10000,8150,342419,,,
17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,1,6,4,3,3,,2,3,,4,,8,34,,,
17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,,,2,,2,1,,3,4,,,1,13,,,
,,2. Between 1 week & 4 weeks of birth,1,,,2,1,,,2,,,,1,7,,,
,,3. Total,1,,2,2,3,1,,5,4,,,2,20,,,
17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,1,3,1,7,6,2,7,1,4,3,2,5,42,,,
,,2. Between 1 week & 4 weeks of birth,,1,,,,,1,1,,1,,1,5,,,
,,3. Total,1,4,1,7,6,2,8,2,4,4,2,6,47,,,
17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,7,1,2,,1,5,1,4,2,1,1,,25,,,
,,2. Between 1 week & 4 weeks of birth,,,1,,,1,,,,,,,2,,,
,,3. Total,7,1,3,,1,6,1,4,2,1,1,,27,,,
17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,2,,2,2,7,1,3,3,2,2,1,2,27,,,
,,2. Between 1 week & 4 weeks of birth,,1,2,,,,,,,,,,3,,,
,,3. Total,2,1,4,2,7,1,3,3,2,2,1,2,30,,,
17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,,,,,,,,,,1,,,1,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,1,,,1,,,
17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,,,,,,1,,,,,,,1,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,1,,,,,,,1,,,
17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,,,,,,,,,,,,,,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,,,
17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,,,,,,,,,,,,,,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,,,
17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,,,,1,,,,1,,1,,2,5,,,
,,2. Between 1 year & 5 years,,,,,,1,,,1,1,,1,4,,,
,,3. Total,,,,1,,1,,1,1,2,,3,9,,,
17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,1,,,,1,,1,,,,,,3,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,,,
,,4. Total,1,,,,1,,1,,,,,,3,,,
17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,3,2,1,1,2,1,,2,1,1,2,5,21,,,
,,3. Above 55 yrs.,,1,,1,,1,,,1,,2,3,9,,,
,,4. Total,3,3,1,2,2,2,,2,2,1,4,8,30,,,
17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,1,2,,,1,1,,5,,10,,,
,,3. Above 55 yrs.,5,,,,,1,2,3,5,8,,3,27,,,
,,4. Total,5,,,1,2,1,2,4,6,8,5,3,37,,,
17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,1,,,,,,1,,2,,,
,,3. Above 55 yrs.,,,,,,,,,,,2,,2,,,
,,4. Total,,,,,1,,,,,,3,,4,,,
17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,,,,,,,1,,,,,,1,,,
,,2. 15-55 yrs.,,,2,,1,,,,,3,1,,7,,,
,,3. Above 55 yrs.,,,,,,,,1,,1,,,2,,,
,,4. Total,,,2,,1,,1,1,,4,1,,10,,,
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,,,,,,1,1,,2,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,1,1,,2,,,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,,,,1,,,,,,,,1,2,,,
,,2. 15-55 yrs.,,2,2,2,1,7,2,2,6,13,5,3,45,,,
,,3. Above 55 yrs.,4,3,2,5,9,2,8,16,10,4,3,14,80,,,
,,4. Total,4,5,4,8,10,9,10,18,16,17,8,18,127,,,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,1,1,,,3,,,1,2,1,1,,10,,,
,,3. Above 55 yrs.,1,1,5,2,3,1,1,3,3,3,1,4,28,,,
,,4. Total,2,2,5,2,6,1,1,4,5,4,2,4,38,,,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,2,1,,,1,,,,,,,4,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,2,1,,,1,,,,,,,4,,,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,1,1,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,1,1,,,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,1,,1,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,1,,1,,,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,,,,,,,,,
,,2. 15-49 yrs,,1,,1,,,2,1,,,,1,6,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,1,,1,,,2,1,,,,1,6,,,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,,,,,2,,,,,,,1,3,,,
,,2. 15-55 yrs.,3,54,3,,8,3,4,4,6,8,6,2,101,,,
,,3. Above 55 yrs.,,8,,,1,3,,2,1,5,3,2,25,,,
,,4. Total,3,62,3,,11,6,4,6,7,13,9,5,129,,,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,,,,,1,,,,,1,,,2,,,
,,2. 15-55 yrs.,11,3,4,3,8,7,3,,4,3,2,7,55,,,
,,3. Above 55 yrs.,1,2,1,1,1,1,2,1,,1,1,2,14,,,
,,4. Total,12,5,5,4,10,8,5,1,4,5,3,9,71,,,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,,,,,,,,,,1,,,1,,,
,,2. 15-55 yrs.,,131,,,,,1,1,,,,1,134,,,
,,3. Above 55 yrs.,,1,,,,,,,3,,,,4,,,
,,4. Total,,132,,,,,1,1,3,1,,1,139,,,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,,,,,,,,2,,,,1,3,,,
,,2. 15-55 yrs.,3,151,3,,5,2,3,5,6,4,,8,190,,,
,,3. Above 55 yrs.,2,4,4,1,9,4,3,10,5,20,6,7,75,,,
,,4. Total,5,155,7,1,14,6,6,17,11,24,6,16,268,,,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,,,,,1,,,3,,,,,4,,,
,,2. 15-55 yrs.,4,11,15,8,10,4,13,7,4,7,3,6,92,,,
,,3. Above 55 yrs.,16,221,20,13,16,10,15,22,17,29,22,18,419,,,
,,4. Total,20,232,35,21,27,14,28,32,21,36,25,24,515,,,
17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,1,,,1,,,,,,,,,2,,,
,,2. 15-55 yrs.,2,1,8,3,12,6,3,5,6,7,4,2,59,,,
,,3. Above 55 yrs.,16,14,25,27,35,18,16,35,26,25,30,26,293,,,
,,4. Total,19,15,33,31,47,24,19,40,32,32,34,28,354,,,
Punjab,1.1,Total number of pregnant women Registered for ANC,TOTAL,45338,43883,40797,40856,38880,37167,34531,32628,38883,43420,46862,45861,489106,,
,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,31117,30375,28075,27269,25522,23887,22696,22252,27251,31251,32889,32110,334694,,
,1.2,Number of Pregnant women registered under JSY,TOTAL,14893,14260,13402,13347,13005,12390,11424,11017,13386,14900,15850,14816,162690,,
,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,34777,36269,36553,37747,38404,37819,38953,35488,36186,35257,35118,36647,439218,,
,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,40182,39168,37273,36686,34900,34105,31444,28993,33646,38179,42425,42103,439104,,
,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,38898,39266,37803,37095,36212,34382,35253,29320,31025,33390,35918,41895,430457,,
,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,34840,34675,34861,32626,29527,26911,26420,21403,21044,19841,20607,26244,328999,,
,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,1125,1147,1058,1036,1054,995,968,881,809,939,909,899,11820,,
,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,30,20,27,28,19,44,8,21,32,22,23,20,294,,
,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,29731,29267,26585,27346,26826,25576,24125,22442,25929,27778,31261,30940,327806,,
,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,307,278,212,229,281,239,160,208,191,168,156,150,2579,,
,1.8,Number of pregnancy test kits used at SC level,TOTAL,,,,,,,,,,,,,,,
,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,1735,1615,1827,1943,2299,2226,2329,2221,2143,2106,1689,1461,23594,,
,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,3530,3716,3403,4195,4840,4609,4833,4609,4584,4628,3747,3419,50113,,
,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,5265,5331,5230,6138,7139,6835,7162,6830,6727,6734,5436,4880,73707,,
,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,4248,4203,4288,4792,5519,5269,5526,5444,5186,5170,4251,3722,57618,,
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,1099,1064,849,863,884,851,924,751,896,997,716,1136,11030,,
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,9406,10595,11234,14823,16888,16456,17036,15178,15783,15360,12331,12622,167712,,
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,7531,8470,9032,11834,13521,12369,15170,13423,13302,12767,10620,11032,139071,,
